,Symbol,Close_21,Close_19,Security,GICS Sector,GICS Sub-Industry,Headquarters Location,Founded
46,APTV,167.6199951171875,95.25,Aptiv,Consumer Discretionary,Auto Parts & Equipment,"Dublin, Ireland",1994
47,ADM,64.16000366210938,46.119998931884766,ADM,Consumer Staples,Agricultural Products,"Chicago, Illinois",1902
48,ANET,126.30999755859375,203.1300048828125,Arista Networks,Information Technology,Communications Equipment,"Santa Clara, California",2004
49,AJG,169.67999267578125,94.9000015258789,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,"Rolling Meadows, Illinois",1927
50,AIZ,155.97999572753906,130.8000030517578,Assurant,Financials,Multi-line Insurance,"New York City, New York",1892
51,T,23.079999923706055,39.040000915527344,AT&T,Communication Services,Integrated Telecommunication Services,"Dallas, Texas",1983 (1885)
52,ATO,94.87999725341797,110.47000122070312,Atmos Energy,Utilities,Gas Utilities,"Dallas, Texas",1906
53,ADSK,276.70001220703125,183.3000030517578,Autodesk,Information Technology,Application Software,"San Rafael, California",1982
54,ADP,235.1300048828125,169.58999633789062,Automatic Data Processing,Information Technology,Data Processing & Outsourced Services,"Roseland, New Jersey",1949
55,AZO,2023.5699462890625,1183.25,AutoZone,Consumer Discretionary,Specialty Stores,"Memphis, Tennessee",1979
56,AVB,241.22999572753906,207.6199951171875,AvalonBay Communities,Real Estate,Residential REITs,"Arlington, Virginia[3]",1978
57,AVY,215.2100067138672,130.97999572753906,Avery Dennison,Materials,Paper Packaging,"Glendale, California",1990
58,BKR,24.420000076293945,25.6299991607666,Baker Hughes,Energy,Oil & Gas Equipment & Services,"Houston, Texas",2017
59,BLL,93.44999694824219,64.44000244140625,Ball Corp,Materials,Metal & Glass Containers,"Broomfield, Colorado",1880
60,BAC,44.709999084472656,35.150001525878906,Bank of America,Financials,Diversified Banks,"Charlotte, North Carolina",1998 (1923 / 1874)
61,BBWI,75.94999694824219,18.06999969482422,Bath & Body Works,Consumer Discretionary,Specialty Stores,"Columbus, Ohio",1963
62,BAX,79.87999725341797,83.43000030517578,Baxter International,Health Care,Health Care Equipment,"Deerfield, Illinois",1931
63,BDX,250.36000061035156,270.5199890136719,Becton Dickinson,Health Care,Health Care Equipment,"Franklin Lakes, New Jersey",1897
64,BBY,106.68000030517578,87.56999969482422,Best Buy,Consumer Discretionary,Computer & Electronics Retail,"Richfield, Minnesota",1966
65,BIO,752.3699951171875,369.6400146484375,Bio-Rad Laboratories,Health Care,Life Sciences Tools & Services,"Hercules, California",1952
66,TECH,472.9599914550781,217.4600067138672,Bio-Techne,Health Care,Life Sciences Tools & Services,"Minneapolis, Minnesota",1976
67,BIIB,226.8300018310547,296.010009765625,Biogen,Health Care,Biotechnology,"Cambridge, Massachusetts",1978
68,BLK,920.9199829101562,500.8399963378906,BlackRock,Financials,Asset Management & Custody Banks,"New York City, New York",1988
69,BK,56.130001068115234,50.18000030517578,BNY Mellon,Financials,Asset Management & Custody Banks,"New York City, New York",1784
70,BA,208.8300018310547,326.3999938964844,Boeing,Industrials,Aerospace & Defense,"Chicago, Illinois",1916
71,BKNG,2245.030029296875,2053.8701171875,Booking Holdings,Consumer Discretionary,Internet & Direct Marketing Retail,"Norwalk, Connecticut",1996
72,BWA,45.54999923706055,43.400001525878906,BorgWarner,Consumer Discretionary,Auto Parts & Equipment,"Auburn Hills, Michigan",1880
73,BXP,115.18000030517578,136.6699981689453,Boston Properties,Real Estate,Office REITs,"Boston, Massachusetts",1970
