,Symbol,Close_21,Close_19,Security,GICS Sector,GICS Sub-Industry
307,MDT,112.2699966430664,112.93000030517578,Medtronic,Health Care,Health Care Equipment
308,MRK,72.27999877929688,86.86068725585938,Merck,Health Care,Pharmaceuticals
309,FB,322.80999755859375,204.41000366210938,Meta Platforms,Communication Services,Interactive Media & Services
310,MET,60.529998779296875,50.70000076293945,MetLife,Financials,Life & Health Insurance
311,MTD,1566.1500244140625,791.9099731445312,Mettler Toledo,Health Care,Life Sciences Tools & Services
312,MGM,42.7400016784668,33.31999969482422,MGM Resorts International,Consumer Discretionary,Casinos & Gaming
313,MCHP,88.88999938964844,52.494998931884766,Microchip Technology,Information Technology,Semiconductors
314,MU,85.83000183105469,53.209999084472656,Micron Technology,Information Technology,Semiconductors
315,MSFT,334.9200134277344,157.58999633789062,Microsoft,Information Technology,Systems Software
316,MAA,215.00999450683594,130.5500030517578,Mid-America Apartments,Real Estate,Residential REITs
317,MRNA,282.3500061035156,19.049999237060547,Moderna,Health Care,Biotechnology
318,MHK,179.3300018310547,135.3800048828125,Mohawk Industries,Consumer Discretionary,Home Furnishings
319,TAP,46.689998626708984,53.779998779296875,Molson Coors,Consumer Staples,Brewers
320,MDLZ,61.40999984741211,55.0,Mondelez International,Consumer Staples,Packaged Foods & Meats
321,MPWR,538.780029296875,178.38999938964844,Monolithic Power Systems,Information Technology,Semiconductors
322,MNST,88.37000274658203,63.36000061035156,Monster Beverage,Consumer Staples,Soft Drinks
323,MCO,398.3999938964844,237.66000366210938,Moody's,Financials,Financial Exchanges & Data
324,MS,102.5,50.959999084472656,Morgan Stanley,Financials,Investment Banking & Brokerage
325,MOS,35.869998931884766,21.030000686645508,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals
326,MSI,254.97000122070312,160.9600067138672,Motorola Solutions,Information Technology,Communications Equipment
327,MSCI,637.0700073242188,256.9200134277344,MSCI,Financials,Financial Exchanges & Data
328,NDAQ,205.5500030517578,107.0199966430664,Nasdaq,Financials,Financial Exchanges & Data
329,NTAP,90.66999816894531,61.529998779296875,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals"
330,NFLX,625.5800170898438,323.30999755859375,Netflix,Communication Services,Movies & Entertainment
331,NWL,22.709999084472656,19.1200008392334,Newell Brands,Consumer Discretionary,Housewares & Specialties
332,NEM,56.38999938964844,43.75,Newmont,Materials,Gold
333,NWSA,21.989999771118164,14.069999694824219,News Corp (Class A),Communication Services,Publishing
334,NWS,22.239999771118164,14.460000038146973,News Corp (Class B),Communication Services,Publishing
335,NEE,90.41000366210938,60.3224983215332,NextEra Energy,Utilities,Multi-Utilities
336,NLSN,20.579999923706055,20.100000381469727,Nielsen Holdings,Industrials,Research & Consulting Services
337,NKE,171.2899932861328,100.80000305175781,Nike,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
338,NI,25.829999923706055,27.520000457763672,NiSource,Utilities,Multi-Utilities
339,NSC,287.4599914550781,193.61000061035156,Norfolk Southern,Industrials,Railroads
340,NTRS,120.16999816894531,106.31999969482422,Northern Trust,Financials,Asset Management & Custody Banks
341,NOC,362.6700134277344,349.07000732421875,Northrop Grumman,Industrials,Aerospace & Defense
342,NLOK,24.739999771118164,25.479999542236328,NortonLifeLock,Information Technology,Application Software
343,NCLH,20.1200008392334,58.59000015258789,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
344,NRG,38.86000061035156,39.22999954223633,NRG Energy,Utilities,Independent Power Producers & Energy Traders
345,NUE,114.01000213623047,56.08000183105469,Nucor,Materials,Steel
346,NVDA,324.2699890136719,58.08000183105469,Nvidia,Information Technology,Semiconductors
347,NVR,5671.3798828125,3823.0,NVR,Consumer Discretionary,Homebuilding
348,NXPI,238.89999389648438,127.55000305175781,NXP,Information Technology,Semiconductors
349,ORLY,672.7899780273438,437.510009765625,O'Reilly Automotive,Consumer Discretionary,Specialty Stores
350,OXY,31.1200008392334,40.70000076293945,Occidental Petroleum,Energy,Oil & Gas Exploration & Production
351,ODFL,364.0,125.61333465576172,Old Dominion Freight Line,Industrials,Trucking
352,OMC,69.87999725341797,80.91000366210938,Omnicom Group,Communication Services,Advertising
353,OKE,62.68000030517578,75.41999816894531,Oneok,Energy,Oil & Gas Storage & Transportation
354,ORCL,90.05000305175781,52.70000076293945,Oracle,Information Technology,Application Software
355,PCAR,87.61000061035156,78.97000122070312,Paccar,Industrials,Construction Machinery & Heavy Trucks
356,PKG,135.36000061035156,111.72000122070312,Packaging Corporation of America,Materials,Paper Packaging
357,PH,314.4599914550781,205.75999450683594,Parker-Hannifin,Industrials,Industrial Machinery
358,PAYX,123.12999725341797,84.88999938964844,Paychex,Information Technology,Data Processing & Outsourced Services
359,PAYC,435.3900146484375,262.4200134277344,Paycom,Information Technology,Application Software
360,PYPL,191.02000427246094,107.97000122070312,PayPal,Information Technology,Data Processing & Outsourced Services
361,PENN,51.439998626708984,25.5,Penn National Gaming,Consumer Discretionary,Casinos & Gaming
362,PNR,74.76000213623047,45.81999969482422,Pentair,Industrials,Industrial Machinery
363,PBCT,17.6200008392334,16.790000915527344,People's United Financial,Financials,Thrifts & Mortgage Finance
364,PEP,166.22999572753906,136.80999755859375,PepsiCo,Consumer Staples,Soft Drinks
365,PKI,185.57000732421875,96.66000366210938,PerkinElmer,Health Care,Health Care Equipment
366,PFE,51.720001220703125,36.916507720947266,Pfizer,Health Care,Pharmaceuticals
367,PM,90.41000366210938,85.69999694824219,Philip Morris International,Consumer Staples,Tobacco
368,PSX,72.4800033569336,110.37000274658203,Phillips 66,Energy,Oil & Gas Refining & Marketing
369,PNW,66.55999755859375,89.25,Pinnacle West Capital,Utilities,Multi-Utilities
370,PXD,185.74000549316406,150.8699951171875,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production
371,PNC,203.3000030517578,160.02000427246094,PNC Financial Services,Financials,Regional Banks
372,POOL,563.1699829101562,214.94000244140625,Pool Corporation,Consumer Discretionary,Distributors
373,PPG,166.27999877929688,132.9199981689453,PPG Industries,Materials,Specialty Chemicals
374,PPL,29.31999969482422,35.66999816894531,PPL,Utilities,Electric Utilities
375,PFG,71.22000122070312,54.650001525878906,Principal Financial Group,Financials,Life & Health Insurance
376,PG,151.75,124.47000122070312,Procter & Gamble,Consumer Staples,Personal Products
377,PGR,96.80999755859375,72.31999969482422,Progressive Corporation,Financials,Property & Casualty Insurance
378,PLD,159.3000030517578,88.86000061035156,Prologis,Real Estate,Industrial REITs
379,PRU,105.75,92.87999725341797,Prudential Financial,Financials,Life & Health Insurance
380,PTC,120.19999694824219,75.29000091552734,PTC,Information Technology,Application Software
381,PEG,64.62000274658203,58.66999816894531,Public Service Enterprise Group,Utilities,Electric Utilities
382,PSA,340.260009765625,211.2100067138672,Public Storage,Real Estate,Specialized REITs
383,PHM,54.66999816894531,38.79999923706055,PulteGroup,Consumer Discretionary,Homebuilding
384,PVH,104.44999694824219,104.01000213623047,PVH,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
385,QRVO,161.50999450683594,116.20999908447266,Qorvo,Information Technology,Semiconductors
386,PWR,117.0,40.880001068115234,Quanta Services,Industrials,Construction & Engineering
387,QCOM,183.72000122070312,88.43000030517578,Qualcomm,Information Technology,Semiconductors
388,DGX,160.13999938964844,106.3499984741211,Quest Diagnostics,Health Care,Health Care Services
389,RL,124.5199966430664,116.58000183105469,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
390,RJF,98.9000015258789,60.04666519165039,Raymond James Financial,Financials,Investment Banking & Brokerage
391,RTX,85.01000213623047,94.32347106933594,Raytheon Technologies,Industrials,Aerospace & Defense
392,O,68.38999938964844,70.97868347167969,Realty Income Corporation,Real Estate,Retail REITs
393,REG,74.12999725341797,62.400001525878906,Regency Centers,Real Estate,Retail REITs
394,REGN,635.0900268554688,373.70001220703125,Regeneron Pharmaceuticals,Health Care,Biotechnology
395,RF,22.8700008392334,17.1200008392334,Regions Financial Corporation,Financials,Regional Banks
396,RSG,135.60000610351562,90.0,Republic Services,Industrials,Environmental & Facilities Services
397,RMD,265.9100036621094,154.58999633789062,ResMed,Health Care,Health Care Equipment
398,RHI,109.26000213623047,62.880001068115234,Robert Half International,Industrials,Human Resource & Employment Services
399,ROK,350.760009765625,202.92999267578125,Rockwell Automation,Industrials,Electrical Components & Equipment
400,ROL,32.4900016784668,21.920000076293945,Rollins,Industrials,Environmental & Facilities Services
401,ROP,471.92999267578125,355.5799865722656,Roper Technologies,Industrials,Industrial Conglomerates
402,ROST,113.0999984741211,116.5,Ross Stores,Consumer Discretionary,Apparel Retail
403,RCL,71.63999938964844,133.35000610351562,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
404,SPGI,470.4599914550781,271.94000244140625,S&P Global,Financials,Financial Exchanges & Data
405,CRM,266.989990234375,162.44000244140625,Salesforce,Information Technology,Application Software
406,SBAC,360.07000732421875,238.49000549316406,SBA Communications,Real Estate,Specialized REITs
407,SLB,30.760000228881836,40.400001525878906,Schlumberger,Energy,Oil & Gas Equipment & Services
408,STX,108.5199966430664,59.290000915527344,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals"
409,SEE,64.41999816894531,39.40999984741211,Sealed Air,Materials,Paper Packaging
410,SRE,126.91000366210938,151.0500030517578,Sempra Energy,Utilities,Multi-Utilities
411,NOW,663.3900146484375,282.80999755859375,ServiceNow,Information Technology,Systems Software
412,SHW,341.7699890136719,192.913330078125,Sherwin-Williams,Materials,Specialty Chemicals
413,SPG,156.25,147.58999633789062,Simon Property Group,Real Estate,Retail REITs
414,SWKS,157.32000732421875,121.02999877929688,Skyworks Solutions,Information Technology,Semiconductors
415,SNA,214.27000427246094,168.83999633789062,Snap-on,Industrials,Industrial Machinery
416,SO,64.47000122070312,63.34000015258789,Southern Company,Utilities,Electric Utilities
417,LUV,45.209999084472656,54.08000183105469,Southwest Airlines,Industrials,Airlines
418,SWK,186.0500030517578,165.6699981689453,Stanley Black & Decker,Industrials,Industrial Machinery
419,SBUX,116.26000213623047,87.44000244140625,Starbucks,Consumer Discretionary,Restaurants
420,STT,94.9000015258789,79.87999725341797,State Street Corporation,Financials,Asset Management & Custody Banks
421,STE,228.32000732421875,151.94000244140625,Steris,Health Care,Health Care Equipment
422,SYK,260.54998779296875,208.72999572753906,Stryker Corporation,Health Care,Health Care Equipment
423,SIVB,716.780029296875,249.82000732421875,SVB Financial,Financials,Regional Banks
424,SYF,47.59000015258789,36.04999923706055,Synchrony Financial,Financials,Consumer Finance
425,SNPS,356.20001220703125,139.10000610351562,Synopsys,Information Technology,Application Software
426,SYY,72.91999816894531,85.80000305175781,Sysco,Consumer Staples,Food Distributors
427,TMUS,117.1500015258789,78.08000183105469,T-Mobile US,Communication Services,Wireless Telecommunication Services
428,TROW,204.22000122070312,121.80999755859375,T. Rowe Price,Financials,Asset Management & Custody Banks
429,TTWO,167.2899932861328,122.3499984741211,Take-Two Interactive,Communication Services,Interactive Home Entertainment
430,TPR,43.70000076293945,26.59000015258789,Tapestry,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
431,TGT,245.6300048828125,128.88999938964844,Target,Consumer Discretionary,General Merchandise Stores
432,TEL,159.22000122070312,95.58000183105469,TE Connectivity,Information Technology,Electronic Manufacturing Services
433,TDY,432.55999755859375,348.3699951171875,Teledyne Technologies,Industrials,Aerospace & Defense
434,TFX,321.80999755859375,371.3900146484375,Teleflex,Health Care,Health Care Equipment
435,TER,159.11000061035156,68.76000213623047,Teradyne,Information Technology,Semiconductor Equipment
436,TSLA,1051.75,82.94000244140625,Tesla,Consumer Discretionary,Automobile Manufacturers
437,TXN,199.02999877929688,127.66000366210938,Texas Instruments,Information Technology,Semiconductors
438,TXT,75.2300033569336,44.4900016784668,Textron,Industrials,Aerospace & Defense
439,TMO,628.7100219726562,325.0400085449219,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services
440,TJX,74.12000274658203,61.16999816894531,TJX Companies,Consumer Discretionary,Apparel Retail
441,TSCO,233.33999633789062,92.9000015258789,Tractor Supply Company,Consumer Discretionary,Specialty Stores
442,TT,198.74000549316406,103.09542083740234,Trane Technologies,Industrials,Building Products
443,TDG,603.3599853515625,562.010009765625,TransDigm Group,Industrials,Aerospace & Defense
444,TRV,153.08999633789062,136.49000549316406,The Travelers Companies,Financials,Property & Casualty Insurance
445,TRMB,87.5999984741211,41.68000030517578,Trimble,Information Technology,Electronic Equipment & Instruments
446,TFC,60.58000183105469,56.41999816894531,Truist Financial,Financials,Regional Banks
447,TWTR,44.459999084472656,32.029998779296875,Twitter,Communication Services,Interactive Media & Services
448,TYL,524.0599975585938,298.3599853515625,Tyler Technologies,Information Technology,Application Software
449,TSN,83.97000122070312,90.33999633789062,Tyson Foods,Consumer Staples,Packaged Foods & Meats
450,UDR,58.97999954223633,46.33000183105469,UDR,Real Estate,Residential REITs
451,ULTA,407.70001220703125,251.35000610351562,Ulta Beauty,Consumer Discretionary,Specialty Stores
452,USB,57.689998626708984,59.16999816894531,U.S. Bancorp,Financials,Diversified Banks
453,UAA,24.450000762939453,21.280000686645508,Under Armour (Class A),Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
454,UA,20.760000228881836,18.989999771118164,Under Armour (Class C),Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
455,UNP,247.47000122070312,180.14999389648438,Union Pacific,Industrials,Railroads
456,UAL,43.40999984741211,87.95999908447266,United Airlines,Industrials,Airlines
457,UNH,464.7300109863281,293.8500061035156,UnitedHealth Group,Health Care,Managed Health Care
458,UPS,205.38999938964844,116.44000244140625,United Parcel Service,Industrials,Air Freight & Logistics
459,URI,356.75,168.36000061035156,United Rentals,Industrials,Trading Companies & Distributors
460,UHS,128.4199981689453,142.64999389648438,Universal Health Services,Health Care,Health Care Facilities
461,VLO,71.62999725341797,92.87999725341797,Valero Energy,Energy,Oil & Gas Refining & Marketing
462,VTR,49.41999816894531,57.97999954223633,Ventas,Real Estate,Health Care REITs
463,VRSN,244.27999877929688,192.3300018310547,Verisign,Information Technology,Internet Services & Infrastructure
464,VRSK,225.44000244140625,147.5500030517578,Verisk Analytics,Industrials,Research & Consulting Services
465,VZ,50.790000915527344,61.209999084472656,Verizon Communications,Communication Services,Integrated Telecommunication Services
466,VRTX,205.22000122070312,218.97000122070312,Vertex Pharmaceuticals,Health Care,Biotechnology
467,VFC,76.86000061035156,99.55999755859375,VF Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
468,VIAC,31.3799991607666,41.47999954223633,ViacomCBS,Communication Services,Movies & Entertainment
469,VTRS,12.399999618530273,19.43000030517578,Viatris,Health Care,Pharmaceuticals
470,V,207.3699951171875,187.8300018310547,Visa,Information Technology,Data Processing & Outsourced Services
471,VNO,42.279998779296875,65.63999938964844,Vornado Realty Trust,Real Estate,Office REITs
472,VMC,199.75999450683594,142.52999877929688,Vulcan Materials,Materials,Construction Materials
473,WRB,79.7699966430664,68.62999725341797,W. R. Berkley Corporation,Financials,Property & Casualty Insurance
474,WAB,91.4800033569336,77.5999984741211,Wabtec,Industrials,Construction Machinery & Heavy Trucks
475,WMT,138.5500030517578,119.4000015258789,Walmart,Consumer Staples,Hypermarkets & Super Centers
476,WBA,48.22999954223633,58.90999984741211,Walgreens Boots Alliance,Consumer Staples,Drug Retail
477,DIS,150.80999755859375,143.77000427246094,The Walt Disney Company,Communication Services,Movies & Entertainment
478,WM,164.25,113.7699966430664,Waste Management,Industrials,Environmental & Facilities Services
479,WAT,344.1000061035156,233.19000244140625,Waters Corporation,Health Care,Health Care Distributors
480,WEC,92.33999633789062,92.16999816894531,WEC Energy Group,Utilities,Electric Utilities
481,WFC,50.25,53.599998474121094,Wells Fargo,Financials,Diversified Banks
482,WELL,84.77999877929688,81.01000213623047,Welltower,Real Estate,Health Care REITs
483,WST,429.9700012207031,150.80999755859375,West Pharmaceutical Services,Health Care,Health Care Supplies
484,WDC,59.16999816894531,62.380001068115234,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals"
485,WU,17.329999923706055,26.780000686645508,Western Union,Information Technology,Data Processing & Outsourced Services
486,WRK,45.189998626708984,42.599998474121094,WestRock,Materials,Paper Packaging
487,WY,39.349998474121094,29.93000030517578,Weyerhaeuser,Real Estate,Specialized REITs
488,WHR,229.61000061035156,146.22000122070312,Whirlpool Corporation,Consumer Discretionary,Household Appliances
489,WMB,27.760000228881836,23.200000762939453,Williams Companies,Energy,Oil & Gas Storage & Transportation
490,WLTW,231.61000061035156,201.5800018310547,Willis Towers Watson,Financials,Insurance Brokers
491,WYNN,86.44000244140625,139.3800048828125,Wynn Resorts,Consumer Discretionary,Casinos & Gaming
492,XEL,66.04000091552734,63.290000915527344,Xcel Energy,Utilities,Multi-Utilities
493,XLNX,223.80999755859375,97.68000030517578,Xilinx,Information Technology,Semiconductors
494,XYL,124.16999816894531,78.73999786376953,Xylem,Industrials,Industrial Machinery
495,YUM,131.3000030517578,100.63999938964844,Yum! Brands,Consumer Discretionary,Restaurants
496,ZBRA,605.4400024414062,254.11000061035156,Zebra Technologies,Information Technology,Electronic Equipment & Instruments
497,ZBH,128.42999267578125,148.75,Zimmer Biomet,Health Care,Health Care Equipment
498,ZION,64.44000244140625,51.77000045776367,Zions Bancorp,Financials,Regional Banks
499,ZTS,225.6999969482422,132.2100067138672,Zoetis,Health Care,Pharmaceuticals
